source,method,method_label,regime,budget_fraction,budget_bytes,used_protection_bytes,protected_expert_count,effective_bits_per_weight,coverage_general,coverage_math,coverage_coding,coverage_reasoning,coverage_min,coverage_mean,predicted_max_residual_risk,allocation_sha256,file
stage2b_frozen,random_seed1004,Random (seed 1004),3to8,0.05,201326592,200540160,51,3.3740234375,0.045330195171970226,0.03988541317166572,0.03474092563108321,0.030862850914649357,0.030862850914649357,0.03770484622234213,,40d0893fc38d1123d85ca1cd1016d648ede37ac7490c9f76d0d98f75029e76a8,random_seed1004_3to8_budget5.json
stage2b_frozen,random_seed1005,Random (seed 1005),3to8,0.05,201326592,200540160,51,3.3740234375,0.02882213493979766,0.019782325591935854,0.04439586836922687,0.06061909895286687,0.019782325591935854,0.038404856963456815,,0dde686bf11ccdc5b75e35bbb5f7d9ab23c53a56a739a3991e81c408ac41116d,random_seed1005_3to8_budget5.json
stage2b_frozen,robust_functional,Robust-Functional,3to8,0.1,402653184,401080320,102,3.623046875,0.3953422664745733,0.39726739287366347,0.3970673776964887,0.39479812853204405,0.39479812853204405,0.3961187913941924,,d8d2670e5e07226317578bfe2a1ce8507d42ec4c1255e2ff55f0f3ea54ce67be,robust_functional_3to8_budget10.json
stage2b_frozen,robust_routing,Robust-Routing,3to8,0.1,402653184,401080320,102,3.623046875,0.3396715792171035,0.3636488498439179,0.40928941756743664,0.3723988963245528,0.3396715792171035,0.3712521857382527,,3394884ebcc17530e498931eaa8b2be0bfe417faf3efb6a4ea8b762799ca0569,robust_routing_3to8_budget10.json
stage2b_frozen,average_specialization,Average-Specialization,3to8,0.1,402653184,401080320,102,3.623046875,0.23211870990825256,0.4242400759873484,0.6069421252425719,0.4145928362311662,0.23211870990825256,0.4194734368423348,,b02b7258058e3555da0b730970db849c90b733e2bb22ade1cae794bdb4c38f1d,average_specialization_3to8_budget10.json
stage2b_frozen,global_importance,Global-Importance,3to8,0.1,402653184,401080320,102,3.623046875,0.001338864169389044,0.2579756009805054,0.6471657114252791,0.27643867905005326,0.001338864169389044,0.2957297139063067,,f6b4230c9b43bd2a6e93dbe5493198601d16b68743bbc46b51bbf926de06c7bf,global_importance_3to8_budget10.json
stage2b_frozen,general_only,General-Only,3to8,0.1,402653184,401080320,102,3.623046875,0.4747791671633564,0.0910684813607628,0.05425159721886699,0.06973869367045164,0.05425159721886699,0.17245948485335943,,de0f29582ee45123875ae6054fabf7bfcdcfce3d061b3e532f1ff88b2d561699,general_only_3to8_budget10.json
stage2b_frozen,math_only,Math-Only,3to8,0.1,402653184,401080320,102,3.623046875,0.0015269455358011541,0.5900064630541889,0.1359758060841597,0.07718695909989037,0.0015269455358011541,0.20117404344351003,,4719faa2cc6c374e5b31d3a5d575ceebd026a40c9beeb0e728366e80976a98be,math_only_3to8_budget10.json
stage2b_frozen,coding_only,Coding-Only,3to8,0.1,402653184,401080320,102,3.623046875,0.0004435853860928761,0.068332145121167,0.8785800265387698,0.027735323914992175,0.0004435853860928761,0.24377277024025545,,2eddf07b7a1d5750028a3bc4e79845b8c3a81db07e1c50bf4b967f9ea8181ded,coding_only_3to8_budget10.json
stage2b_frozen,reasoning_only,Reasoning-Only,3to8,0.1,402653184,401080320,102,3.623046875,0.0015269455358011541,0.044188525077634745,0.10293794042078974,0.635181046103859,0.0015269455358011541,0.19595861428452116,,c8d394445cc666d3da99a6a12eb578c330c267662336443700269bd9a7ee6f07,reasoning_only_3to8_budget10.json
